Year,Qtr,Area Type,State,Area,Ownership,Industry,Annual Average Status Code,Annual Average Establishment Count,Annual Average Employment,Annual Total Wages,Annual Average Weekly Wage,Annual Average Pay,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2017,A,County,Texas,"Cass County, Texas",Total Covered,"10 Total, all industries",,551,"7,477","279,367,509",719,"37,366",1.00,1.00
2017,A,County,Texas,"Castro County, Texas",Total Covered,"10 Total, all industries",,302,"2,499","90,895,316",699,"36,371",1.00,1.00
2017,A,County,Texas,"Chambers County, Texas",Total Covered,"10 Total, all industries",,704,"13,924","857,420,808","1,184","61,577",1.00,1.00
2017,A,County,Texas,"Cherokee County, Texas",Total Covered,"10 Total, all industries",,823,"14,447","504,794,147",672,"34,941",1.00,1.00
2017,A,County,Texas,"Childress County, Texas",Total Covered,"10 Total, all industries",,231,"2,496","92,307,203",711,"36,986",1.00,1.00
2017,A,County,Texas,"Clay County, Texas",Total Covered,"10 Total, all industries",,166,"1,331","47,719,039",689,"35,841",1.00,1.00
2017,A,County,Texas,"Cochran County, Texas",Total Covered,"10 Total, all industries",,118,693,"27,179,634",755,"39,234",1.00,1.00
2017,A,County,Texas,"Coke County, Texas",Total Covered,"10 Total, all industries",,98,676,"23,334,382",664,"34,510",1.00,1.00
2017,A,County,Texas,"Coleman County, Texas",Total Covered,"10 Total, all industries",,252,"2,131","65,759,112",593,"30,857",1.00,1.00
2017,A,County,Texas,"Collin County, Texas",Total Covered,"10 Total, all industries",,"24,841","398,536","25,555,210,010","1,233","64,123",1.00,1.00
2017,A,County,Texas,"Collingsworth County, Texas",Total Covered,"10 Total, all industries",,120,847,"33,614,011",764,"39,705",1.00,1.00
2017,A,County,Texas,"Colorado County, Texas",Total Covered,"10 Total, all industries",,649,"6,872","317,216,095",888,"46,164",1.00,1.00
2017,A,County,Texas,"Comal County, Texas",Total Covered,"10 Total, all industries",,"3,632","54,340","2,297,588,192",813,"42,282",1.00,1.00
2017,A,County,Texas,"Comanche County, Texas",Total Covered,"10 Total, all industries",,344,"3,601","119,891,614",640,"33,298",1.00,1.00
2017,A,County,Texas,"Concho County, Texas",Total Covered,"10 Total, all industries",,88,717,"29,206,175",784,"40,758",1.00,1.00
2017,A,County,Texas,"Cooke County, Texas",Total Covered,"10 Total, all industries",,980,"14,142","625,375,505",850,"44,222",1.00,1.00
2017,A,County,Texas,"Coryell County, Texas",Total Covered,"10 Total, all industries",,"1,276","17,230","714,733,868",798,"41,481",1.00,1.00
2017,A,County,Texas,"Cottle County, Texas",Total Covered,"10 Total, all industries",,63,390,"15,215,267",751,"39,064",1.00,1.00
2017,A,County,Texas,"Crane County, Texas",Total Covered,"10 Total, all industries",,105,"1,189","64,986,550","1,051","54,668",1.00,1.00
2017,A,County,Texas,"Crockett County, Texas",Total Covered,"10 Total, all industries",,211,"1,536","61,494,763",770,"40,027",1.00,1.00
2017,A,County,Texas,"Crosby County, Texas",Total Covered,"10 Total, all industries",,219,"1,447","53,543,913",712,"37,003",1.00,1.00
2017,A,County,Texas,"Culberson County, Texas",Total Covered,"10 Total, all industries",,107,"1,038","51,254,901",949,"49,359",1.00,1.00
2017,A,County,Texas,"Dallam County, Texas",Total Covered,"10 Total, all industries",,398,"4,550","191,055,979",807,"41,990",1.00,1.00
2017,A,County,Texas,"Dallas County, Texas",Total Covered,"10 Total, all industries",,"76,830","1,685,333","112,178,789,830","1,280","66,562",1.00,1.00
2017,A,County,Texas,"Dawson County, Texas",Total Covered,"10 Total, all industries",,516,"4,370","167,312,343",736,"38,283",1.00,1.00
2017,A,County,Texas,"Deaf Smith County, Texas",Total Covered,"10 Total, all industries",,506,"7,454","303,958,473",784,"40,779",1.00,1.00
2017,A,County,Texas,"Delta County, Texas",Total Covered,"10 Total, all industries",,102,"1,228","27,965,536",438,"22,770",1.00,1.00
2017,A,County,Texas,"Denton County, Texas",Total Covered,"10 Total, all industries",,"14,933","239,187","11,988,366,403",964,"50,121",1.00,1.00
2017,A,County,Texas,"DeWitt County, Texas",Total Covered,"10 Total, all industries",,603,"7,524","339,811,924",869,"45,164",1.00,1.00
2017,A,County,Texas,"Dickens County, Texas",Total Covered,"10 Total, all industries",,63,454,"15,004,138",636,"33,061",1.00,1.00
2017,A,County,Texas,"Dimmit County, Texas",Total Covered,"10 Total, all industries",,330,"5,695","293,006,439",990,"51,454",1.00,1.00
2017,A,County,Texas,"Donley County, Texas",Total Covered,"10 Total, all industries",,128,941,"28,210,274",576,"29,966",1.00,1.00
2017,A,County,Texas,"Duval County, Texas",Total Covered,"10 Total, all industries",,198,"3,276","120,591,963",708,"36,815",1.00,1.00
2017,A,County,Texas,"Eastland County, Texas",Total Covered,"10 Total, all industries",,503,"7,253","325,583,872",863,"44,887",1.00,1.00
2017,A,County,Texas,"Ector County, Texas",Total Covered,"10 Total, all industries",,"3,912","70,917","3,990,050,817","1,082","56,264",1.00,1.00
2017,A,County,Texas,"Edwards County, Texas",Total Covered,"10 Total, all industries",,70,407,"13,126,360",620,"32,251",1.00,1.00
2017,A,County,Texas,"Ellis County, Texas",Total Covered,"10 Total, all industries",,"2,934","49,371","2,128,986,936",829,"43,122",1.00,1.00
2017,A,County,Texas,"El Paso County, Texas",Total Covered,"10 Total, all industries",,"15,142","300,968","11,395,855,731",728,"37,864",1.00,1.00
2017,A,County,Texas,"Erath County, Texas",Total Covered,"10 Total, all industries",,"1,156","16,910","584,180,271",664,"34,547",1.00,1.00
2017,A,County,Texas,"Falls County, Texas",Total Covered,"10 Total, all industries",,283,"3,188","113,772,763",686,"35,685",1.00,1.00
2017,A,County,Texas,"Fannin County, Texas",Total Covered,"10 Total, all industries",,539,"7,396","299,327,206",778,"40,473",1.00,1.00
2017,A,County,Texas,"Fayette County, Texas",Total Covered,"10 Total, all industries",,823,"9,332","363,537,688",749,"38,955",1.00,1.00
2017,A,County,Texas,"Fisher County, Texas",Total Covered,"10 Total, all industries",,142,897,"35,798,311",768,"39,913",1.00,1.00
2017,A,County,Texas,"Floyd County, Texas",Total Covered,"10 Total, all industries",,277,"1,657","59,504,928",691,"35,922",1.00,1.00
2017,A,County,Texas,"Foard County, Texas",Total Covered,"10 Total, all industries",,70,378,"10,657,743",543,"28,232",1.00,1.00
2017,A,County,Texas,"Fort Bend County, Texas",Total Covered,"10 Total, all industries",,"13,246","178,763","9,094,937,463",978,"50,877",1.00,1.00
2017,A,County,Texas,"Franklin County, Texas",Total Covered,"10 Total, all industries",,226,"3,019","121,678,089",775,"40,309",1.00,1.00
2017,A,County,Texas,"Freestone County, Texas",Total Covered,"10 Total, all industries",,406,"4,898","209,956,821",824,"42,869",1.00,1.00
2017,A,County,Texas,"Frio County, Texas",Total Covered,"10 Total, all industries",,418,"6,737","327,238,351",934,"48,576",1.00,1.00
2017,A,County,Texas,"Gaines County, Texas",Total Covered,"10 Total, all industries",,618,"6,281","312,054,336",955,"49,682",1.00,1.00
2017,A,County,Texas,"Galveston County, Texas",Total Covered,"10 Total, all industries",,"6,235","109,977","5,269,754,530",921,"47,917",1.00,1.00
2017,A,County,Texas,"Garza County, Texas",Total Covered,"10 Total, all industries",,197,"1,811","68,718,396",730,"37,947",1.00,1.00
2017,A,County,Texas,"Gillespie County, Texas",Total Covered,"10 Total, all industries",,"1,069","10,556","396,741,998",723,"37,583",1.00,1.00
2017,A,County,Texas,"Glasscock County, Texas",Total Covered,"10 Total, all industries",,115,546,"23,412,133",825,"42,919",1.00,1.00
2017,A,County,Texas,"Goliad County, Texas",Total Covered,"10 Total, all industries",,161,"1,256","43,831,466",671,"34,886",1.00,1.00
2017,A,County,Texas,"Gonzales County, Texas",Total Covered,"10 Total, all industries",,540,"7,073","285,294,734",776,"40,337",1.00,1.00
2017,A,County,Texas,"Gray County, Texas",Total Covered,"10 Total, all industries",,613,"7,708","372,180,647",929,"48,287",1.00,1.00
2017,A,County,Texas,"Grayson County, Texas",Total Covered,"10 Total, all industries",,"3,076","45,875","1,944,473,146",815,"42,386",1.00,1.00
2017,A,County,Texas,"Gregg County, Texas",Total Covered,"10 Total, all industries",,"4,284","73,613","3,360,458,673",878,"45,650",1.00,1.00
2017,A,County,Texas,"Grimes County, Texas",Total Covered,"10 Total, all industries",,500,"6,989","329,790,775",907,"47,187",1.00,1.00
2017,A,County,Texas,"Guadalupe County, Texas",Total Covered,"10 Total, all industries",,"2,134","40,625","1,713,815,358",811,"42,186",1.00,1.00
2017,A,County,Texas,"Hale County, Texas",Total Covered,"10 Total, all industries",,890,"11,903","434,817,986",703,"36,531",1.00,1.00
2017,A,County,Texas,"Hall County, Texas",Total Covered,"10 Total, all industries",,120,796,"22,853,826",552,"28,717",1.00,1.00
2017,A,County,Texas,"Hamilton County, Texas",Total Covered,"10 Total, all industries",,248,"2,508","88,112,573",676,"35,130",1.00,1.00
2017,A,County,Texas,"Hansford County, Texas",Total Covered,"10 Total, all industries",,237,"2,180","122,472,052","1,080","56,178",1.00,1.00
2017,A,County,Texas,"Hardeman County, Texas",Total Covered,"10 Total, all industries",,130,"1,220","42,403,547",668,"34,762",1.00,1.00
2017,A,County,Texas,"Hardin County, Texas",Total Covered,"10 Total, all industries",,872,"12,644","518,841,976",789,"41,036",1.00,1.00
2017,A,County,Texas,"Harris County, Texas",Total Covered,"10 Total, all industries",,"115,133","2,272,758","155,766,688,482","1,318","68,536",1.00,1.00
2017,A,County,Texas,"Harrison County, Texas",Total Covered,"10 Total, all industries",,"1,374","22,839","1,073,494,681",904,"47,003",1.00,1.00
2017,A,County,Texas,"Hartley County, Texas",Total Covered,"10 Total, all industries",,162,"2,643","102,530,782",746,"38,790",1.00,1.00
2017,A,County,Texas,"Haskell County, Texas",Total Covered,"10 Total, all industries",,236,"1,637","56,406,546",663,"34,459",1.00,1.00
2017,A,County,Texas,"Hays County, Texas",Total Covered,"10 Total, all industries",,"4,238","67,054","2,622,916,795",752,"39,116",1.00,1.00
2017,A,County,Texas,"Hemphill County, Texas",Total Covered,"10 Total, all industries",,221,"2,293","130,022,209","1,091","56,712",1.00,1.00
2017,A,County,Texas,"Henderson County, Texas",Total Covered,"10 Total, all industries",,"1,487","16,886","601,436,854",685,"35,618",1.00,1.00
2017,A,County,Texas,"Hidalgo County, Texas",Total Covered,"10 Total, all industries",,"12,365","255,024","8,571,920,798",646,"33,612",1.00,1.00
2017,A,County,Texas,"Hill County, Texas",Total Covered,"10 Total, all industries",,756,"9,874","389,383,081",758,"39,437",1.00,1.00
2017,A,County,Texas,"Hockley County, Texas",Total Covered,"10 Total, all industries",,637,"9,784","472,140,346",928,"48,257",1.00,1.00
2017,A,County,Texas,"Hood County, Texas",Total Covered,"10 Total, all industries",,"1,412","15,539","632,382,137",783,"40,697",1.00,1.00
2017,A,County,Texas,"Hopkins County, Texas",Total Covered,"10 Total, all industries",,860,"12,566","483,141,474",739,"38,449",1.00,1.00
2017,A,County,Texas,"Houston County, Texas",Total Covered,"10 Total, all industries",,807,"6,981","325,910,919",898,"46,689",1.00,1.00
2017,A,County,Texas,"Howard County, Texas",Total Covered,"10 Total, all industries",,937,"12,693","624,216,536",946,"49,179",1.00,1.00
2017,A,County,Texas,"Hudspeth County, Texas",Total Covered,"10 Total, all industries",,90,"1,198","66,004,129","1,060","55,114",1.00,1.00
2017,A,County,Texas,"Hunt County, Texas",Total Covered,"10 Total, all industries",,"1,486","29,567","1,519,274,800",988,"51,384",1.00,1.00
2017,A,County,Texas,"Hutchinson County, Texas",Total Covered,"10 Total, all industries",,513,"8,539","511,476,625","1,152","59,899",1.00,1.00
2017,A,County,Texas,"Irion County, Texas",Total Covered,"10 Total, all industries",,86,789,"54,900,417","1,339","69,604",1.00,1.00
2017,A,County,Texas,"Jack County, Texas",Total Covered,"10 Total, all industries",,246,"3,106","155,803,025",965,"50,161",1.00,1.00
2017,A,County,Texas,"Jackson County, Texas",Total Covered,"10 Total, all industries",,438,"5,790","247,530,960",822,"42,750",1.00,1.00
2017,A,County,Texas,"Jasper County, Texas",Total Covered,"10 Total, all industries",,641,"9,986","408,252,035",786,"40,882",1.00,1.00
2017,A,County,Texas,"Jeff Davis County, Texas",Total Covered,"10 Total, all industries",,87,906,"29,459,772",625,"32,507",1.00,1.00
2017,A,County,Texas,"Jefferson County, Texas",Total Covered,"10 Total, all industries",,"5,900","122,143","6,910,996,142","1,088","56,581",1.00,1.00
2017,A,County,Texas,"Jim Hogg County, Texas",Total Covered,"10 Total, all industries",,137,"1,665","63,883,586",738,"38,378",1.00,1.00
2017,A,County,Texas,"Jim Wells County, Texas",Total Covered,"10 Total, all industries",,907,"15,668","677,985,970",832,"43,273",1.00,1.00
2017,A,County,Texas,"Johnson County, Texas",Total Covered,"10 Total, all industries",,"3,131","46,572","1,981,677,254",818,"42,551",1.00,1.00
2017,A,County,Texas,"Jones County, Texas",Total Covered,"10 Total, all industries",,351,"3,149","120,237,986",734,"38,187",1.00,1.00
2017,A,County,Texas,"Karnes County, Texas",Total Covered,"10 Total, all industries",,396,"5,849","294,045,688",967,"50,274",1.00,1.00
2017,A,County,Texas,"Kaufman County, Texas",Total Covered,"10 Total, all industries",,"1,988","31,252","1,290,140,081",794,"41,282",1.00,1.00
2017,A,County,Texas,"Kendall County, Texas",Total Covered,"10 Total, all industries",,"1,453","15,488","754,493,416",937,"48,716",1.00,1.00
2017,A,County,Texas,"Kenedy County, Texas",Total Covered,"10 Total, all industries",,34,565,"33,077,873","1,125","58,502",1.00,1.00
2017,A,County,Texas,"Kent County, Texas",Total Covered,"10 Total, all industries",,38,267,"9,309,293",672,"34,921",1.00,1.00
2017,A,County,Texas,"Kerr County, Texas",Total Covered,"10 Total, all industries",,"1,479","17,749","731,856,719",793,"41,234",1.00,1.00
2017,A,County,Texas,"Kimble County, Texas",Total Covered,"10 Total, all industries",,182,"1,293","39,222,594",583,"30,337",1.00,1.00
2017,A,County,Texas,"King County, Texas",Total Covered,"10 Total, all industries",,21,78,"3,245,334",805,"41,875",1.00,1.00
2017,A,County,Texas,"Kinney County, Texas",Total Covered,"10 Total, all industries",,75,793,"34,831,187",845,"43,919",1.00,1.00
2017,A,County,Texas,"Kleberg County, Texas",Total Covered,"10 Total, all industries",,636,"11,540","442,889,746",738,"38,378",1.00,1.00
2017,A,County,Texas,"Knox County, Texas",Total Covered,"10 Total, all industries",,159,"1,118","44,058,529",758,"39,414",1.00,1.00
2017,A,County,Texas,"Lamar County, Texas",Total Covered,"10 Total, all industries",,"1,237","21,529","915,970,687",818,"42,546",1.00,1.00
2017,A,County,Texas,"Lamb County, Texas",Total Covered,"10 Total, all industries",,461,"3,954","151,686,362",738,"38,362",1.00,1.00
2017,A,County,Texas,"Lampasas County, Texas",Total Covered,"10 Total, all industries",,437,"4,497","152,532,057",652,"33,917",1.00,1.00
2017,A,County,Texas,"La Salle County, Texas",Total Covered,"10 Total, all industries",,189,"3,331","206,640,002","1,193","62,035",1.00,1.00
2017,A,County,Texas,"Lavaca County, Texas",Total Covered,"10 Total, all industries",,517,"5,501","210,988,677",738,"38,356",1.00,1.00
2017,A,County,Texas,"Lee County, Texas",Total Covered,"10 Total, all industries",,443,"7,074","351,196,043",955,"49,645",1.00,1.00
2017,A,County,Texas,"Leon County, Texas",Total Covered,"10 Total, all industries",,421,"4,772","226,570,968",913,"47,477",1.00,1.00
2017,A,County,Texas,"Liberty County, Texas",Total Covered,"10 Total, all industries",,"1,151","16,961","737,357,405",836,"43,473",1.00,1.00
2017,A,County,Texas,"Limestone County, Texas",Total Covered,"10 Total, all industries",,396,"7,641","306,528,389",772,"40,118",1.00,1.00
2017,A,County,Texas,"Lipscomb County, Texas",Total Covered,"10 Total, all industries",,118,"1,294","64,147,839",954,"49,583",1.00,1.00
2017,A,County,Texas,"Live Oak County, Texas",Total Covered,"10 Total, all industries",,320,"3,932","211,106,134","1,032","53,684",1.00,1.00
2017,A,County,Texas,"Llano County, Texas",Total Covered,"10 Total, all industries",,528,"4,646","168,481,793",697,"36,263",1.00,1.00
2017,A,County,Texas,"Loving County, Texas",Total Covered,"10 Total, all industries",,13,85,"3,851,669",877,"45,582",1.00,1.00
2017,A,County,Texas,"Lubbock County, Texas",Total Covered,"10 Total, all industries",,"7,589","139,246","5,885,938,358",813,"42,270",1.00,1.00
2017,A,County,Texas,"Lynn County, Texas",Total Covered,"10 Total, all industries",,227,"1,557","66,848,196",826,"42,943",1.00,1.00
2017,A,County,Texas,"McCulloch County, Texas",Total Covered,"10 Total, all industries",,288,"2,886","119,853,101",799,"41,533",1.00,1.00
2017,A,County,Texas,"McLennan County, Texas",Total Covered,"10 Total, all industries",,"5,280","112,510","5,018,669,214",858,"44,606",1.00,1.00
2017,A,County,Texas,"McMullen County, Texas",Total Covered,"10 Total, all industries",,78,512,"26,937,840","1,011","52,587",1.00,1.00
2017,A,County,Texas,"Madison County, Texas",Total Covered,"10 Total, all industries",,301,"4,575","171,659,226",722,"37,525",1.00,1.00
2017,A,County,Texas,"Marion County, Texas",Total Covered,"10 Total, all industries",,163,"2,019","66,732,203",636,"33,047",1.00,1.00
2017,A,County,Texas,"Martin County, Texas",Total Covered,"10 Total, all industries",,212,"1,987","103,882,166","1,005","52,285",1.00,1.00
2017,A,County,Texas,"Mason County, Texas",Total Covered,"10 Total, all industries",,170,"1,109","35,303,390",612,"31,824",1.00,1.00
2017,A,County,Texas,"Matagorda County, Texas",Total Covered,"10 Total, all industries",,848,"10,809","588,311,921","1,047","54,428",1.00,1.00
2017,A,County,Texas,"Maverick County, Texas",Total Covered,"10 Total, all industries",,890,"17,838","581,447,285",627,"32,596",1.00,1.00
2017,A,County,Texas,"Medina County, Texas",Total Covered,"10 Total, all industries",,849,"9,822","351,689,503",689,"35,808",1.00,1.00
2017,A,County,Texas,"Menard County, Texas",Total Covered,"10 Total, all industries",,81,398,"10,834,184",523,"27,216",1.00,1.00
2017,A,County,Texas,"Midland County, Texas",Total Covered,"10 Total, all industries",,"5,494","89,895","6,278,623,780","1,343","69,844",1.00,1.00
2017,A,County,Texas,"Milam County, Texas",Total Covered,"10 Total, all industries",,481,"5,583","234,187,502",807,"41,948",1.00,1.00
2017,A,County,Texas,"Mills County, Texas",Total Covered,"10 Total, all industries",,141,"1,298","42,024,876",622,"32,366",1.00,1.00
2017,A,County,Texas,"Mitchell County, Texas",Total Covered,"10 Total, all industries",,192,"2,093","85,185,449",783,"40,692",1.00,1.00
2017,A,County,Texas,"Montague County, Texas",Total Covered,"10 Total, all industries",,501,"4,762","188,762,029",762,"39,641",1.00,1.00
2017,A,County,Texas,"Montgomery County, Texas",Total Covered,"10 Total, all industries",,"11,324","175,953","9,508,622,356","1,039","54,041",1.00,1.00
2017,A,County,Texas,"Moore County, Texas",Total Covered,"10 Total, all industries",,546,"10,886","493,322,921",871,"45,318",1.00,1.00
2017,A,County,Texas,"Morris County, Texas",Total Covered,"10 Total, all industries",,236,"3,434","162,193,295",908,"47,229",1.00,1.00
2017,A,County,Texas,"Motley County, Texas",Total Covered,"10 Total, all industries",,66,332,"8,879,804",514,"26,713",1.00,1.00
2017,A,County,Texas,"Nacogdoches County, Texas",Total Covered,"10 Total, all industries",,"1,406","22,381","826,535,412",710,"36,930",1.00,1.00
2017,A,County,Texas,"Navarro County, Texas",Total Covered,"10 Total, all industries",,985,"16,270","605,417,520",716,"37,211",1.00,1.00
2017,A,County,Texas,"Newton County, Texas",Total Covered,"10 Total, all industries",,132,"1,251","42,808,022",658,"34,210",1.00,1.00
2017,A,County,Texas,"Nolan County, Texas",Total Covered,"10 Total, all industries",,420,"5,968","248,669,576",801,"41,665",1.00,1.00
2017,A,County,Texas,"Nueces County, Texas",Total Covered,"10 Total, all industries",,"8,304","162,195","7,554,940,053",896,"46,579",1.00,1.00
2017,A,County,Texas,"Ochiltree County, Texas",Total Covered,"10 Total, all industries",,406,"4,497","213,352,385",912,"47,449",1.00,1.00
2017,A,County,Texas,"Oldham County, Texas",Total Covered,"10 Total, all industries",,97,910,"35,974,658",760,"39,543",1.00,1.00
2017,A,County,Texas,"Orange County, Texas",Total Covered,"10 Total, all industries",,"1,407","21,985","1,144,689,812","1,001","52,066",1.00,1.00
2017,A,County,Texas,"Palo Pinto County, Texas",Total Covered,"10 Total, all industries",,714,"8,648","371,596,843",826,"42,969",1.00,1.00
2017,A,County,Texas,"Panola County, Texas",Total Covered,"10 Total, all industries",,533,"8,519","384,989,901",869,"45,194",1.00,1.00
2017,A,County,Texas,"Parker County, Texas",Total Covered,"10 Total, all industries",,"2,713","32,071","1,412,084,418",847,"44,030",1.00,1.00
2017,A,County,Texas,"Parmer County, Texas",Total Covered,"10 Total, all industries",,334,"5,853","234,952,798",772,"40,145",1.00,1.00
2017,A,County,Texas,"Pecos County, Texas",Total Covered,"10 Total, all industries",,429,"5,559","252,932,440",875,"45,501",1.00,1.00
2017,A,County,Texas,"Polk County, Texas",Total Covered,"10 Total, all industries",,818,"11,026","422,598,739",737,"38,327",1.00,1.00
2017,A,County,Texas,"Potter County, Texas",Total Covered,"10 Total, all industries",,"3,972","78,323","3,438,710,776",844,"43,904",1.00,1.00
2017,A,County,Texas,"Presidio County, Texas",Total Covered,"10 Total, all industries",,179,"2,055","82,696,016",774,"40,238",1.00,1.00
2017,A,County,Texas,"Rains County, Texas",Total Covered,"10 Total, all industries",,216,"1,872","57,585,489",592,"30,768",1.00,1.00
2017,A,County,Texas,"Randall County, Texas",Total Covered,"10 Total, all industries",,"2,423","30,479","1,294,828,777",817,"42,483",1.00,1.00
2017,A,County,Texas,"Reagan County, Texas",Total Covered,"10 Total, all industries",,163,"1,913","108,262,298","1,088","56,590",1.00,1.00
2017,A,County,Texas,"Real County, Texas",Total Covered,"10 Total, all industries",,106,741,"19,115,397",496,"25,800",1.00,1.00
2017,A,County,Texas,"Red River County, Texas",Total Covered,"10 Total, all industries",,244,"2,712","91,186,055",647,"33,622",1.00,1.00
2017,A,County,Texas,"Reeves County, Texas",Total Covered,"10 Total, all industries",,351,"5,463","268,907,813",947,"49,227",1.00,1.00
2017,A,County,Texas,"Refugio County, Texas",Total Covered,"10 Total, all industries",,212,"2,370","87,324,287",708,"36,841",1.00,1.00
2017,A,County,Texas,"Roberts County, Texas",Total Covered,"10 Total, all industries",,45,254,"11,905,392",903,"46,933",1.00,1.00
2017,A,County,Texas,"Robertson County, Texas",Total Covered,"10 Total, all industries",,361,"4,165","190,847,295",881,"45,823",1.00,1.00
2017,A,County,Texas,"Rockwall County, Texas",Total Covered,"10 Total, all industries",,"2,430","29,562","1,233,062,394",802,"41,711",1.00,1.00
2017,A,County,Texas,"Runnels County, Texas",Total Covered,"10 Total, all industries",,281,"2,870","100,107,227",671,"34,882",1.00,1.00
2017,A,County,Texas,"Rusk County, Texas",Total Covered,"10 Total, all industries",,867,"13,164","563,844,389",824,"42,834",1.00,1.00
2017,A,County,Texas,"Sabine County, Texas",Total Covered,"10 Total, all industries",,197,"2,290","83,509,359",701,"36,468",1.00,1.00
2017,A,County,Texas,"San Augustine County, Texas",Total Covered,"10 Total, all industries",,152,"1,689","63,054,016",718,"37,340",1.00,1.00
2017,A,County,Texas,"San Jacinto County, Texas",Total Covered,"10 Total, all industries",,251,"2,072","70,462,057",654,"34,014",1.00,1.00
2017,A,County,Texas,"San Patricio County, Texas",Total Covered,"10 Total, all industries",,"1,148","19,196","912,908,950",915,"47,558",1.00,1.00
2017,A,County,Texas,"San Saba County, Texas",Total Covered,"10 Total, all industries",,217,"1,758","64,050,283",701,"36,428",1.00,1.00
2017,A,County,Texas,"Schleicher County, Texas",Total Covered,"10 Total, all industries",,93,764,"31,914,026",803,"41,750",1.00,1.00
2017,A,County,Texas,"Scurry County, Texas",Total Covered,"10 Total, all industries",,472,"6,694","346,197,262",995,"51,721",1.00,1.00
2017,A,County,Texas,"Shackelford County, Texas",Total Covered,"10 Total, all industries",,168,"1,302","63,536,049",938,"48,796",1.00,1.00
2017,A,County,Texas,"Shelby County, Texas",Total Covered,"10 Total, all industries",,564,"8,022","286,941,112",688,"35,772",1.00,1.00
2017,A,County,Texas,"Sherman County, Texas",Total Covered,"10 Total, all industries",,125,956,"39,698,448",798,"41,511",1.00,1.00
2017,A,County,Texas,"Smith County, Texas",Total Covered,"10 Total, all industries",,"6,212","102,445","4,541,288,667",852,"44,329",1.00,1.00
2017,A,County,Texas,"Somervell County, Texas",Total Covered,"10 Total, all industries",,225,"3,805","216,084,099","1,092","56,783",1.00,1.00
2017,A,County,Texas,"Starr County, Texas",Total Covered,"10 Total, all industries",,605,"15,514","462,358,511",573,"29,803",1.00,1.00
2017,A,County,Texas,"Stephens County, Texas",Total Covered,"10 Total, all industries",,309,"3,168","118,787,820",721,"37,493",1.00,1.00
2017,A,County,Texas,"Sterling County, Texas",Total Covered,"10 Total, all industries",,99,537,"24,249,197",869,"45,199",1.00,1.00
2017,A,County,Texas,"Stonewall County, Texas",Total Covered,"10 Total, all industries",,85,500,"19,339,752",743,"38,647",1.00,1.00
2017,A,County,Texas,"Sutton County, Texas",Total Covered,"10 Total, all industries",,191,"1,850","118,171,230","1,228","63,862",1.00,1.00
2017,A,County,Texas,"Swisher County, Texas",Total Covered,"10 Total, all industries",,214,"1,950","68,032,539",671,"34,891",1.00,1.00
2017,A,County,Texas,"Tarrant County, Texas",Total Covered,"10 Total, all industries",,"43,221","873,867","47,140,500,811","1,037","53,945",1.00,1.00
2017,A,County,Texas,"Taylor County, Texas",Total Covered,"10 Total, all industries",,"3,648","60,844","2,463,851,832",779,"40,495",1.00,1.00
2017,A,County,Texas,"Terrell County, Texas",Total Covered,"10 Total, all industries",,51,281,"11,661,137",799,"41,536",1.00,1.00
2017,A,County,Texas,"Terry County, Texas",Total Covered,"10 Total, all industries",,403,"3,822","172,456,426",868,"45,127",1.00,1.00
2017,A,County,Texas,"Throckmorton County, Texas",Total Covered,"10 Total, all industries",,77,426,"12,173,210",549,"28,564",1.00,1.00
2017,A,County,Texas,"Titus County, Texas",Total Covered,"10 Total, all industries",,772,"15,803","579,320,450",705,"36,660",1.00,1.00
2017,A,County,Texas,"Tom Green County, Texas",Total Covered,"10 Total, all industries",,"2,926","47,212","1,922,463,755",783,"40,720",1.00,1.00
2017,A,County,Texas,"Travis County, Texas",Total Covered,"10 Total, all industries",,"40,658","725,880","46,240,407,720","1,225","63,703",1.00,1.00
2017,A,County,Texas,"Trinity County, Texas",Total Covered,"10 Total, all industries",,217,"2,288","77,622,498",653,"33,932",1.00,1.00
2017,A,County,Texas,"Tyler County, Texas",Total Covered,"10 Total, all industries",,318,"3,771","130,801,772",667,"34,689",1.00,1.00
2017,A,County,Texas,"Upshur County, Texas",Total Covered,"10 Total, all industries",,555,"6,590","240,717,518",702,"36,526",1.00,1.00
2017,A,County,Texas,"Upton County, Texas",Total Covered,"10 Total, all industries",,105,"1,535","103,453,858","1,296","67,400",1.00,1.00
2017,A,County,Texas,"Uvalde County, Texas",Total Covered,"10 Total, all industries",,721,"10,006","336,561,850",647,"33,636",1.00,1.00
2017,A,County,Texas,"Val Verde County, Texas",Total Covered,"10 Total, all industries",,907,"17,481","635,887,611",700,"36,376",1.00,1.00
2017,A,County,Texas,"Van Zandt County, Texas",Total Covered,"10 Total, all industries",,980,"11,028","371,916,424",649,"33,724",1.00,1.00
2017,A,County,Texas,"Victoria County, Texas",Total Covered,"10 Total, all industries",,"2,501","38,589","1,728,726,553",862,"44,799",1.00,1.00
2017,A,County,Texas,"Walker County, Texas",Total Covered,"10 Total, all industries",,"1,092","24,547","971,442,218",761,"39,575",1.00,1.00
2017,A,County,Texas,"Waller County, Texas",Total Covered,"10 Total, all industries",,849,"16,276","715,096,121",845,"43,936",1.00,1.00
2017,A,County,Texas,"Ward County, Texas",Total Covered,"10 Total, all industries",,358,"4,579","261,353,386","1,098","57,079",1.00,1.00
